"Title","Submission Target","Date","Type","First Author","Other Authors","Key (e.g. for file names)","Publisher URL (official)","url2","PDF URL (public)","Video","Video2","Supplemental","Acknowledgements","Abstract","bibtex","notes","funding"
"Challenges and potential for human–robot collaboration in timber prefabrication","Automation in Construction","2024-02-07","Full Paper","Xiliu Yang","Felix Amtsberg, Michael Sedlmair, Achim Menges","yang2024challenges","https://doi.org/10.1016/j.autcon.2024.105333","https://www.sciencedirect.com/science/article/pii/S0926580524000694",,,,,,"Recent advancements in robotics and human–machine interfaces enable new collaborative procedures that combine the strengths of machines and humans. Compared to existing automation technologies in the timber prefabrication industry, human–robot collaboration (HRC) offers new possibilities for increased flexibility and productivity. This paper aims to map out the challenges and opportunities for HRC within the context of timber prefabrication by constructing a conceptual framework. The framework is based on three pillars: (1) existing HRC theories and frameworks, (2) a literature review of HRC research in robotic timber fabrication, and (3) perspectives of human labour in the timber construction industry. The relevant topics among these three areas are triangulated to construct a conceptual framework that bridges the system-, design-, and human-centred considerations. The framework serves as an organising device to support future explorations and research on human–robot collaboration in robotic timber construction.","@article{YANG2024105333,
title = {Challenges and potential for human–robot collaboration in timber prefabrication},
journal = {Automation in Construction},
volume = {160},
pages = {105333},
year = {2024},
issn = {0926-5805},
doi = {https://doi.org/10.1016/j.autcon.2024.105333},
url = {https://www.sciencedirect.com/science/article/pii/S0926580524000694},
author = {Xiliu Yang and Felix Amtsberg and Michael Sedlmair and Achim Menges},
keywords = {Human–robot collaboration, Robotic fabrication, Timber prefabrication, Human-centred design, Co-design},
abstract = {Recent advancements in robotics and human–machine interfaces enable new collaborative procedures that combine the strengths of machines and humans. Compared to existing automation technologies in the timber prefabrication industry, human–robot collaboration (HRC) offers new possibilities for increased flexibility and productivity. This paper aims to map out the challenges and opportunities for HRC within the context of timber prefabrication by constructing a conceptual framework. The framework is based on three pillars: (1) existing HRC theories and frameworks, (2) a literature review of HRC research in robotic timber fabrication, and (3) perspectives of human labour in the timber construction industry. The relevant topics among these three areas are triangulated to construct a conceptual framework that bridges the system-, design-, and human-centred considerations. The framework serves as an organising device to support future explorations and research on human–robot collaboration in robotic timber construction.}
}",,
"Putting Our Minds Together: Iterative Exploration for Collaborative Mind Mapping","AHs","2024-04-04",,"Ying Yang","Tim Dwyer, Zachari Swiecki, Benjamin Lee, Michael Wybrow, Maxime Cordeil, Teresa Wulandari, Bruce H. Thomas, Mark Billinghurst","yang2024putting","https://doi.org/10.1145/3652920.3653043","https://arxiv.org/abs/2403.13517",,,,,,"We delineate the development of a mind-mapping system designed concurrently for both VR and desktop platforms. Employing an iterative methodology with groups of users, we systematically examined and improved various facets of our system, including interactions, communication mechanisms and gamification elements, to streamline the mind-mapping process while augmenting situational awareness and promoting active engagement among collaborators. We also report our observational findings on these facets from this iterative design process. ","@inproceedings{10.1145/3652920.3653043,
author = {Yang, Ying and Dwyer, Tim and Swiecki, Zachari and Lee, Benjamin and Wybrow, Michael and Cordeil, Maxime and Wulandari, Teresa and Thomas, Bruce H and Billinghurst, Mark},
title = {Putting Our Minds Together: Iterative Exploration for Collaborative Mind Mapping},
year = {2024},
isbn = {9798400709807},
publisher = {ACM},
url = {https://doi.org/10.1145/3652920.3653043},
doi = {10.1145/3652920.3653043},
abstract = {We delineate the development of a mind-mapping system designed concurrently for both VR and desktop platforms. Employing an iterative methodology with groups of users, we systematically examined and improved various facets of our system, including interactions, communication mechanisms and gamification elements, to streamline the mind-mapping process while augmenting situational awareness and promoting active engagement among collaborators. We also report our observational findings on these facets from this iterative design process.},
booktitle = {Proceedings of the Augmented Humans International Conference 2024},
pages = {255–258},
numpages = {4},
keywords = {Collaborative Sensemaking, Gamification, Hand Gestures, Virtual Reality},
series = {AHs '24}
}",,
"Eyes on the Task: Gaze Analysis of Situated Visualization for Collaborative Tasks","VR","2024-04-15","Full Paper","Nelusa Pathmanathan","Tobias Rau, Xiliu Yang, Aimée Sousa Calepso, Felix Amtsberg, Achim Menges, Michael Sedlmair, Kuno Kurzhals","pathmanathan2024eyes","https://doi.org/10.1109/VR58804.2024.00098","https://ieeexplore.ieee.org/abstract/document/10494083",,,,,,"The use of augmented reality technology to support humans with situated visualization in complex tasks such as navigation or assembly has gained increasing importance in research and industrial applications. One important line of research regards supporting and understanding collaborative tasks. Analyzing collaboration patterns is usually done by conducting observations and interviews. To expand these methods, we argue that eye tracking can be used to extract further insights and quantify behavior. To this end, we contribute a study that uses eye tracking to investigate participant strategies for solving collaborative sorting and assembly tasks. We compare participants’ visual attention during situated instructions in AR and traditional paper-based instructions as a baseline. By investigating the performance and gaze behavior of the participants, different strategies for solving the provided tasks are revealed. Our results show that with situated visualization, participants focus more on task-relevant areas and require less discussion between collaboration partners to solve the task at hand.","@INPROCEEDINGS {10494083,
author = {N. Pathmanathan and T. Rau and X. Yang and A. Calepso and F. Amtsberg and A. Menges and M. Sedlmair and K. Kurzhals},
booktitle = {2024 IEEE Conference Virtual Reality and 3D User Interfaces (VR)},
title = {Eyes on the Task: Gaze Analysis of Situated Visualization for Collaborative Tasks},
year = {2024},
pages = {785-795},
abstract = {The use of augmented reality technology to support humans with situated visualization in complex tasks such as navigation or assembly has gained increasing importance in research and industrial applications. One important line of research regards supporting and understanding collaborative tasks. Analyzing collaboration patterns is usually done by conducting observations and interviews. To expand these methods, we argue that eye tracking can be used to extract further insights and quantify behavior. To this end, we contribute a study that uses eye tracking to investigate participant strategies for solving collaborative sorting and assembly tasks. We compare participants’ visual attention during situated instructions in AR and traditional paper-based instructions as a baseline. By investigating the performance and gaze behavior of the participants, different strategies for solving the provided tasks are revealed. Our results show that with situated visualization, participants focus more on task-relevant areas and require less discussion between collaboration partners to solve the task at hand.},
keywords = {visualization;three-dimensional displays;collaboration;gaze tracking;user interfaces;user experience;task analysis},
doi = {10.1109/VR58804.2024.00098},
url = {https://doi.ieeecomputersociety.org/10.1109/VR58804.2024.00098},
publisher = {IEEE Computer Society},
address = {Los Alamitos, CA, USA},
month = {mar}
}",,
"Every Thing Can Be a Hero! Narrative Visualization of Person, Object, and Other Biographies","informatics","2024-04-26",,"Jakob Kusnick","Eva Mayr, Kasra Seirafi, Samuel Beck, Johannes Liem, Florian Windhager","kusnick2024every","https://doi.org/10.3390/informatics11020026","https://www.mdpi.com/2227-9709/11/2/26",,,,,,"Knowledge communication in cultural heritage and digital humanities currently faces two challenges, which this paper addresses: On the one hand, data-driven storytelling in these fields has mainly focused on human protagonists, while other essential entities (such as artworks and artifacts, institutions, or places) have been neglected. On the other hand, storytelling tools rarely support the larger chains of data practices, which are required to generate and shape the data and visualizations needed for such stories. This paper introduces the InTaVia platform, which has been developed to bridge these gaps. It supports the practices of data retrieval, creation, curation, analysis, and communication with coherent visualization support for multiple types of entities. We illustrate the added value of this open platform for storytelling with four case studies, focusing on (a) the life of Albrecht Dürer (person biography), (b) the Saliera salt cellar by Benvenuto Cellini (object biography), (c) the artist community of Lake Tuusula (group biography), and (d) the history of the Hofburg building complex in Vienna (place biography). Numerous suggestions for future research arise from this undertaking.","@article{kusnick2024every,
  abstract = {Knowledge communication in cultural heritage and digital humanities currently faces two challenges, which this paper addresses: On the one hand, data-driven storytelling in these fields has mainly focused on human protagonists, while other essential entities (such as artworks and artifacts, institutions, or places) have been neglected. On the other hand, storytelling tools rarely support the larger chains of data practices, which are required to generate and shape the data and visualizations needed for such stories. This paper introduces the InTaVia platform, which has been developed to bridge these gaps. It supports the practices of data retrieval, creation, curation, analysis, and communication with coherent visualization support for multiple types of entities. We illustrate the added value of this open platform for storytelling with four case studies, focusing on (a) the life of Albrecht Dürer (person biography), (b) the Saliera salt cellar by Benvenuto Cellini (object biography), (c) the artist community of Lake Tuusula (group biography), and (d) the history of the Hofburg building complex in Vienna (place biography). Numerous suggestions for future research arise from this undertaking.},
  article-number = {26},
  author = {Kusnick, Jakob and Mayr, Eva and Seirafi, Kasra and Beck, Samuel and Liem, Johannes and Windhager, Florian},
  doi = {10.3390/informatics11020026},
  issn = {2227-9709},
  journal = {Informatics},
  number = 2,
  title = {Every Thing Can Be a Hero! Narrative Visualization of Person, Object, and Other Biographies},
  url = {https://www.mdpi.com/2227-9709/11/2/26},
  volume = 11,
  year = 2024
}",,
"Design Space of Visual Feedforward And Corrective Feedback in XR-Based Motion Guidance Systems","CHI","2024-05-11","Full Paper","Xingyao Yu","Benjamin Lee, Michael Sedlmair","yu2024design","https://doi.org/10.1145/3613904.3642143","https://dl.acm.org/doi/10.1145/3613904.3642143","https://dl.acm.org/doi/pdf/10.1145/3613904.3642143",,,,,"Extended reality (XR) technologies are highly suited in assisting individuals in learning motor skills and movements – referred to as motion guidance. In motion guidance, the ""feedforward"" provides instructional cues of the motions that are to be performed, whereas the ""feedback"" provides cues which help correct mistakes and minimize errors. Designing synergistic feedforward and feedback is vital to providing an effective learning experience, but this interplay between the two has not yet been adequately explored. Based on a survey of the literature, we propose design space for both motion feedforward and corrective feedback in XR, and describe the interaction effects between them. We identify common design approaches of XR-based motion guidance found in our literature corpus, and discuss them through the lens of our design dimensions. We then discuss additional contextual factors and considerations that influence this design, together with future research opportunities for motion guidance in XR.","@inproceedings{10.1145/3613904.3642143,
author = {Yu, Xingyao and Lee, Benjamin and Sedlmair, Michael},
title = {Design Space of Visual Feedforward And Corrective Feedback in XR-Based Motion Guidance Systems},
year = {2024},
isbn = {9798400703300},
publisher = {ACM},R226
url = {https://doi.org/10.1145/3613904.3642143},
doi = {10.1145/3613904.3642143},
abstract = {Extended reality (XR) technologies are highly suited in assisting individuals in learning motor skills and movements—referred to as motion guidance. In motion guidance, the “feedforward’’ provides instructional cues of the motions that are to be performed, whereas the “feedback’’ provides cues which help correct mistakes and minimize errors. Designing synergistic feedforward and feedback is vital to providing an effective learning experience, but this interplay between the two has not yet been adequately explored. Based on a survey of the literature, we propose design space for both motion feedforward and corrective feedback in XR, and describe the interaction effects between them. We identify common design approaches of XR-based motion guidance found in our literature corpus, and discuss them through the lens of our design dimensions. We then discuss additional contextual factors and considerations that influence this design, together with future research opportunities for motion guidance in XR.},
booktitle = {Proceedings of the CHI Conference on Human Factors in Computing Systems},
articleno = {723},
numpages = {15},
keywords = {Design Space, Extended Reality, Motion Guidance, Visualization},
series = {CHI '24}
}",,
"Sitting Posture Recognition and Feedback: A Literature Review","CHI","2024-05-11","Full Paper","Christian Krauter","Katrin Angerbauer, Aimée Sousa Calepso, Alexander Achberger, Sven Mayer, Michael Sedlmair","krauter2024sitting","https://doi.org/10.1145/3613904.3642657","https://dl.acm.org/doi/10.1145/3613904.3642657","https://dl.acm.org/doi/pdf/10.1145/3613904.3642657",,,,,"Extensive sitting is unhealthy; thus, countermeasures are needed to react to the ongoing trend toward more prolonged sitting. A variety of studies and guidelines have long addressed the question of how we can improve our sitting habits. Nevertheless, sitting time is still increasing. Here, smart devices can provide a general overview of sitting habits for more nuanced feedback on the user's sitting posture. Based on a literature review (N=223), including publications from engineering, computer science, medical sciences, electronics, and more, our work guides developers of posture systems. There is a large variety of approaches, with pressure-sensing hardware and visual feedback being the most prominent. We found factors like environment, cost, privacy concerns, portability, and accuracy important for deciding hardware and feedback types. Further, one should consider the user's capabilities, preferences, and tasks. Regarding user studies for sitting posture feedback, there is a need for better comparability and for investigating long-term effects.","@inproceedings{10.1145/3613904.3642657,
author = {Krauter, Christian and Angerbauer, Katrin and Sousa Calepso, Aim\'{e}e and Achberger, Alexander and Mayer, Sven and Sedlmair, Michael},
title = {Sitting Posture Recognition and Feedback: A Literature Review},
year = {2024},
isbn = {9798400703300},
publisher = {ACM},
url = {https://doi.org/10.1145/3613904.3642657},
doi = {10.1145/3613904.3642657},
abstract = {Extensive sitting is unhealthy; thus, countermeasures are needed to react to the ongoing trend toward more prolonged sitting. A variety of studies and guidelines have long addressed the question of how we can improve our sitting habits. Nevertheless, sitting time is still increasing. Here, smart devices can provide a general overview of sitting habits for more nuanced feedback on the user’s sitting posture. Based on a literature review (N=223), including publications from engineering, computer science, medical sciences, electronics, and more, our work guides developers of posture systems. There is a large variety of approaches, with pressure-sensing hardware and visual feedback being the most prominent. We found factors like environment, cost, privacy concerns, portability, and accuracy important for deciding hardware and feedback types. Further, one should consider the user’s capabilities, preferences, and tasks. Regarding user studies for sitting posture feedback, there is a need for better comparability and for investigating long-term effects.},
booktitle = {Proceedings of the CHI Conference on Human Factors in Computing Systems},
articleno = {943},
numpages = {20},
keywords = {Literature review, chair, posture, sitting},
series = {CHI '24}
}",,
"A Systematic Review of Ability-diverse Collaboration through Ability-based Lens in HCI","CHI","2024-05-11","Full Paper","Lan Xiao","Maryam Bandukda, Katrin Angerbauer, Weiyue Lin, Tigmanshu Bhatnagar, Michael Sedlmair, Catherine Holloway","xiao2024systematic","https://doi.org/10.1145/3613904.3641930","https://dl.acm.org/doi/10.1145/3613904.3641930","https://dl.acm.org/doi/pdf/10.1145/3613904.3641930",,,,,"In a world where diversity is increasingly recognised and celebrated, it is important for HCI to embrace the evolving methods and theories for technologies to reflect the diversity of its users and be ability-centric. Interdependence Theory, an example of this evolution, highlights the interpersonal relationships between humans and technologies and how technologies should be designed to meet shared goals and outcomes for people, regardless of their abilities. This necessitates a contemporary understanding of ""ability-diverse collaboration,"" which motivated this review. In this review, we offer an analysis of 117 papers sourced from the ACM Digital Library spanning the last two decades. We contribute (1) a unified taxonomy and the Ability-Diverse Collaboration Framework, (2) a reflective discussion and mapping of the current design space, and (3) future research opportunities and challenges. Finally, we have released our data and analysis tool to encourage the HCI research community to contribute to this ongoing effort.","@inproceedings{10.1145/3613904.3641930,
author = {Xiao, Lan and Bandukda, Maryam and Angerbauer, Katrin and Lin, Weiyue and Bhatnagar, Tigmanshu and Sedlmair, Michael and Holloway, Catherine},
title = {A Systematic Review of Ability-diverse Collaboration through Ability-based Lens in HCI},
year = {2024},
isbn = {9798400703300},
publisher = {ACM},
url = {https://doi.org/10.1145/3613904.3641930},
doi = {10.1145/3613904.3641930},
abstract = {In a world where diversity is increasingly recognised and celebrated, it is important for HCI to embrace the evolving methods and theories for technologies to reflect the diversity of its users and be ability-centric. Interdependence Theory, an example of this evolution, highlights the interpersonal relationships between humans and technologies and how technologies should be designed to meet shared goals and outcomes for people, regardless of their abilities. This necessitates a contemporary understanding of ""ability-diverse collaboration,"" which motivated this review. In this review, we offer an analysis of 117 papers sourced from the ACM Digital Library spanning the last two decades. We contribute (1) a unified taxonomy and the Ability-Diverse Collaboration Framework, (2) a reflective discussion and mapping of the current design space, and (3) future research opportunities and challenges. Finally, we have released our data and analysis tool to encourage the HCI research community to contribute to this ongoing effort.},
booktitle = {Proceedings of the CHI Conference on Human Factors in Computing Systems},
articleno = {961},
numpages = {21},
keywords = {Interdependence, ability-based method, accessibility, collaboration},
series = {CHI '24}
}",,
"Visual Highlighting for Situated Brushing and Linking","EuroVis","2024-05-27","Full Paper","Nina Doerr","Benjamin Lee, Katarina Baricova, Dieter Schmalstieg, Michael Sedlmair","doerr2024visual","https://doi.org/10.1111/cgf.15105","https://onlinelibrary.wiley.com/doi/10.1111/cgf.15105","https://arxiv.org/pdf/2403.15321",,,,,"Brushing and linking is widely used for visual analytics in desktop environments. However, using this approach to link many data items between situated (e.g., a virtual screen with data) and embedded views (e.g., highlighted objects in the physical environment) is largely unexplored. To this end, we study the effectiveness of visual highlighting techniques in helping users identify and link physical referents to brushed data marks in a situated scatterplot. In an exploratory virtual reality user study (N=20), we evaluated four highlighting techniques under different physical layouts and tasks. We discuss the effectiveness of these techniques, as well as implications for the design of brushing and linking operations in situated analytics. ","@article{https://doi.org/10.1111/cgf.15105,
author = {Doerr, Nina and Lee, Benjamin and Baricova, Katarina and Schmalstieg, Dieter and Sedlmair, Michael},
title = {Visual Highlighting for Situated Brushing and Linking},
journal = {Computer Graphics Forum},
volume = {43},
number = {3},
pages = {e15105},
keywords = {CCS Concepts, • Human-centered computing → Empirical studies in visualization, Empirical studies in HCI, Information visualization},
doi = {https://doi.org/10.1111/cgf.15105},
url = {https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15105},
eprint = {https://onlinelibrary.wiley.com/doi/pdf/10.1111/cgf.15105},
year = {2024}
}
",,
"ChoreoVis: Planning and Assessing Formations in Dance Choreographies","EuroVis","2024-05-27","Full Paper","Samuel Beck","Nina Doerr, Kuno Kurzhals, Alexander Riedlinger, Fabian Schmierer, Michael Sedlmair, Steffen Koch","beck2024choreovis","https://doi.org/10.1111/cgf.15104","https://onlinelibrary.wiley.com/doi/10.1111/cgf.15104","https://arxiv.org/pdf/2404.04100",,,"https://diglib.eg.org/items/ebb60750-d719-45cc-ae90-733ad77fdef5",,"Sports visualization has developed into an active research field over the last decades. Many approaches focus on analyzing movement data recorded from unstructured situations, such as soccer. For the analysis of choreographed activities like formation dancing, however, the goal differs, as dancers follow specific formations in coordinated movement trajectories. To date, little work exists on how visual analytics methods can support such choreographed performances. To fill this gap, we introduce a new visual approach for planning and assessing dance choreographies. In terms of planning choreographies, we contribute a web application with interactive authoring tools and views for the dancers' positions and orientations, movement trajectories, poses, dance floor utilization, and movement distances. For assessing dancers' real-world movement trajectories, extracted by manual bounding box annotations, we developed a timeline showing aggregated trajectory deviations and a dance floor view for detailed trajectory comparison. Our approach was developed and evaluated in collaboration with dance instructors, showing that introducing visual analytics into this domain promises improvements in training efficiency for the future. ","@article{https://doi.org/10.1111/cgf.15104,
author = {Beck, Samuel and Doerr, Nina and Kurzhals, Kuno and Riedlinger, Alexander and Schmierer, Fabian and Sedlmair, Michael and Koch, Steffen},
title = {ChoreoVis: Planning and Assessing Formations in Dance Choreographies},
journal = {Computer Graphics Forum},
volume = {43},
number = {3},
pages = {e15104},
keywords = {CCS Concepts, • Human-centered computing → Visual analytics},
doi = {https://doi.org/10.1111/cgf.15104},
url = {https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15104},
eprint = {https://onlinelibrary.wiley.com/doi/pdf/10.1111/cgf.15104},
year = {2024}
}

",,
"Brushing and Linking for Situated Analytics","VRW","2024-05-29",,"Carlos Quijano-Chavez","Nina Doerr, Benjamin Lee, Dieter Schmalstieg, Michael Sedlmair","quijano-chavez2024brushing","https://doi.org/10.1109/VRW62533.2024.00116","https://ieeexplore.ieee.org/abstract/document/10536364",,,,,,"Situated analytics is visual analysis that is embedded in the physical world. Conventionally, the data related to referents (i.e., physical objects) is manipulated indirectly, through dedicated interaction devices or using separate abstract representations. The natural way of interacting in 3D space using direct manipulation with one's hands is hardly employed when abstract data is concerned. In this paper, we explore the idea of directly brushing and linking referents in the real world to analyze abstract data related to the referents. We discuss what brushing & linking means when applied to the real world, including multiple ways of selecting referents (brushing) in augmented reality, as well as different ways of linking with an abstract data view, presented on a dedicated display (a tablet). A proof of concept was implemented to test and demonstrate the capabilities of brushing & linking of referents. We conclude with a set of open research challenges that exist in this new and emerging area.","@INPROCEEDINGS{10536364,
  author={Quijano-Chavez, Carlos and Doerr, Nina and Lee, Benjamin and Schmalstieg, Dieter and Sedlmair, Michael},
  booktitle={2024 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)}, 
  title={Brushing and Linking for Situated Analytics}, 
  year={2024},
  pages={597-603},
  doi={10.1109/VRW62533.2024.00116}}
",,
"chARpack: The Chemistry Augmented Reality Package","JCIM","2024-05-30","Full Paper","Tobias Rau","Michael Sedlmair, Andreas Köhn","rau2024charpack","https://doi.org/10.1021/acs.jcim.4c00462","https://pubs.acs.org/doi/full/10.1021/acs.jcim.4c00462","https://pubs.acs.org/doi/epdf/10.1021/acs.jcim.4c00462",,,,,"Off-loading visualization and interaction into virtual reality (VR) using head-mounted displays (HMDs) has gained considerable popularity in simulation sciences, particularly in chemical modeling. Because of its unique way of soft immersion, augmented reality (AR) HMD technology has even more potential to be integrated into the everyday workflow of computational chemists. In this work, we present our environment to explore the prospects of AR in chemistry and general molecular sciences: The chemistry in Augmented Reality package (chARpack). Besides providing an extensible framework, our software focuses on a seamless transition between a 3D stereoscopic view with true 3D interactions and the traditional desktop PC setup to provide users with the best setup for all tasks in their workflow. Using feedback from domain experts, we discuss our design requirements for this kind of hybrid working environment (AR + PC), regarding input, features, degree of immersion, and collaboration.","@article{doi:10.1021/acs.jcim.4c00462,
author = {Rau, Tobias and Sedlmair, Michael and Köhn, Andreas},
title = {chARpack: The Chemistry Augmented Reality Package},
journal = {Journal of Chemical Information and Modeling},
volume = {0},
number = {0},
pages = {null},
year = {0},
doi = {10.1021/acs.jcim.4c00462},
URL = {https://doi.org/10.1021/acs.jcim.4c00462}
}
",,
"NMF-Based Analysis of Mobile Eye-Tracking Data","ETRA","2024-06-04","Workshop Paper","Daniel Klötzl","Tim Krake, Frank Heyen, Michael Becher, Maurice Koch, Daniel Weiskopf, Kuno Kurzhals","kloetzl2024nmfbased","https://doi.org/10.1145/3649902.3653518","https://dl.acm.org/doi/10.1145/3649902.3653518","https://arxiv.org/pdf/2404.03417v1",,,,,"The depiction of scanpaths from mobile eye-tracking recordings by thumbnails from the stimulus allows the application of visual computing to detect areas of interest in an unsupervised way. We suggest using nonnegative matrix factorization (NMF) to identify such areas in stimuli. For a user-defined integer k, NMF produces an explainable decomposition into k components, each consisting of a spatial representation associated with a temporal indicator. In the context of multiple eye-tracking recordings, this leads to k spatial representations, where the temporal indicator highlights the appearance within recordings. The choice of k provides an opportunity to control the refinement of the decomposition, i.e., the number of areas to detect. We combine our NMF-based approach with visualization techniques to enable an exploratory analysis of multiple recordings. Finally, we demonstrate the usefulness of our approach with mobile eye-tracking data of an art gallery. ","@inproceedings{10.1145/3649902.3653518,
author = {Kl\""{o}tzl, Daniel and Krake, Tim and Heyen, Frank and Becher, Michael and Koch, Maurice and Weiskopf, Daniel and Kurzhals, Kuno},
title = {NMF-Based Analysis of Mobile Eye-Tracking Data},
year = {2024},
isbn = {9798400706073},
publisher = {ACM},
url = {https://doi.org/10.1145/3649902.3653518},
doi = {10.1145/3649902.3653518},
abstract = {The depiction of scanpaths from mobile eye-tracking recordings by thumbnails from the stimulus allows the application of visual computing to detect areas of interest in an unsupervised way. We suggest using nonnegative matrix factorization (NMF) to identify such areas in stimuli. For a user-defined integer k, NMF produces an explainable decomposition into k components, each consisting of a spatial representation associated with a temporal indicator. In the context of multiple eye-tracking recordings, this leads to k spatial representations, where the temporal indicator highlights the appearance within recordings. The choice of k provides an opportunity to control the refinement of the decomposition, i.e., the number of areas to detect. We combine our NMF-based approach with visualization techniques to enable an exploratory analysis of multiple recordings. Finally, we demonstrate the usefulness of our approach with mobile eye-tracking data of an art gallery.},
booktitle = {Proceedings of the 2024 Symposium on Eye Tracking Research and Applications},
articleno = {76},
numpages = {9},
keywords = {Clustering, Eye Tracking, Matrix Factorization, NMF, Visualization},
series = {ETRA '24}
}",,
"An Image Quality Dataset with Triplet Comparisons for Multi-dimensional Scaling","QoMEX","2024-06-22","Short Paper","Mohsen Jenadeleh","Frederik L. Dennig, Rene Cutura, Quynh Quang Ngo, Daniel A. Keim, Michael Sedlmair, Dietmar Saupe","jenadeleh2024an","https://doi.org/10.1109/QoMEX61742.2024.10598258","https://ieeexplore.ieee.org/document/10598258",,,,,,"In the early days of perceptual image quality research more than 30 years ago, the multidimensionality of distortions in perceptual space was considered important. However, research focused on scalar quality as measured by mean opinion scores. With our work, we intend to revive interest in this relevant area by presenting a first pilot dataset of annotated triplet comparisons for image quality assessment. It contains one source stimulus together with distorted versions derived from 7 distortion types at 12 levels each. Our crowdsourced and curated dataset contains roughly 50,000 responses to 7,000 triplet comparisons. We show that the multidimensional embedding of the dataset poses a challenge for many established triplet embedding algorithms. Finally, we propose a new reconstruction algorithm, dubbed logistic triplet embedding (LTE) with Tikhonov regularization. It shows promising performance. This study helps researchers to create larger datasets and better embedding techniques for multidimensional image quality. The dataset includes images and ratings and can be accessed at https://github.com/jenadeleh/multidimensionalIQA-dataset/tree/main.","@INPROCEEDINGS{10598258,
  author={Jenadeleh, Mohsen and Dennig, Frederik L. and Cutura, Rene and Ngo, Quynh Quang and Keim, Daniel A. and Sedlmair, Michael and Saupe, Dietmar},
  booktitle={2024 16th International Conference on Quality of Multimedia Experience (QoMEX)}, 
  title={An Image Quality Dataset with Triplet Comparisons for Multi-dimensional Scaling}, 
  year={2024},
  pages={278-281},
  keywords={Image quality;Layout;Reconstruction algorithms;Distortion;Topology;Distortion measurement;Logistics;multidimensional image quality assessment;triplet comparison;image quality dataset},
  doi={10.1109/QoMEX61742.2024.10598258}}
",,
"HiveFive360: Extending the VR Gaze Guidance Technique HiveFive to Highlight Out-Of-FOV Targets","MuC","2024-09-01",,"Sophie Kergaßner","Nina Doerr, Markus Wieland, Martin Fuchs, Michael Sedlmair","kergaßner2024hivefive360","https://doi.org/10.1145/3670653.3670662","https://dl.acm.org/doi/abs/10.1145/3670653.3670662",,,,,,"Modern display technologies, particularly those supporting 360° content, are increasingly used for immersive experiences in a variety of domains. However, information outside of the user’s field of view (FOV) may be easily overlooked. To address this, guiding cues can be provided to effectively direct attention. Subtle and diegetic cues are particularly effective in keeping the coherence and immersion of the presented content. HiveFive is one of the few diegetic highlighting techniques. It effectively highlights objects by attracting the user’s attention with swarm-like motion. However, HiveFive is restricted to in-FOV target highlighting. This work presents the novel technique HiveFive360, an extension of HiveFive that enables it to guide users to out-of-FOV targets. HiveFive360 is evaluated in a user study against FlyingARrow and Subtle Gaze Direction VR regarding completion time, sense of presence and task load. HiveFive360 was found to effectively guide users in various environments without excessive distraction or task load.","@inproceedings{10.1145/3670653.3670662,
author = {Kerga\ss{}ner, Sophie and Doerr, Nina and Wieland, Markus and Fuchs, Martin and Sedlmair, Michael},
title = {HiveFive360: Extending the VR Gaze Guidance Technique HiveFive to Highlight Out-Of-FOV Targets},
year = {2024},
isbn = {9798400709982},
publisher = {ACM},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3670653.3670662},
doi = {10.1145/3670653.3670662},
abstract = {Modern display technologies, particularly those supporting 360° content, are increasingly used for immersive experiences in a variety of domains. However, information outside of the user’s field of view (FOV) may be easily overlooked. To address this, guiding cues can be provided to effectively direct attention. Subtle and diegetic cues are particularly effective in keeping the coherence and immersion of the presented content. HiveFive is one of the few diegetic highlighting techniques. It effectively highlights objects by attracting the user’s attention with swarm-like motion. However, HiveFive is restricted to in-FOV target highlighting. This work presents the novel technique HiveFive360, an extension of HiveFive that enables it to guide users to out-of-FOV targets. HiveFive360 is evaluated in a user study against FlyingARrow and Subtle Gaze Direction VR regarding completion time, sense of presence and task load. HiveFive360 was found to effectively guide users in various environments without excessive distraction or task load.},
booktitle = {Proceedings of Mensch Und Computer 2024},
pages = {11–20},
numpages = {10},
keywords = {Virtual Reality, Visual Gaze Guidance},
location = {Karlsruhe, Germany},
series = {MuC '24}
}",,
